=== LOG FORENSIQUE ULTRA-STRICT v3.0 MODULE btc_qm_engine ===
Timestamp: 196084870557888 ns | PID: 2512 | Thread: 140108920093888
Standards: ISO/IEC 27037, NIST SP 800-86, IEEE 1012
=====================================================
[196084870652998] TEST_START: main_btc_mining | Source: src/main_btc_mining.c:207 in main()
[196084870672238] METRIC #1: btc_run_mode_hash = 66.0000000000 | Src: src/main_btc_mining.c:208 main()
[196084870715448] METRIC #2: btc_module_version = 17.0000000000 | Src: src/main_btc_mining.c:210 main()
[196084870773878] METRIC #3: btc_nx48_csv_loaded = 1.0000000000 | Src: src/nx48_btc_controller.c:418 nx48_btc_load_csv()
[196084870828568] METRIC #4: btc_nx48_init_loaded = 1.0000000000 | Src: src/nx48_btc_controller.c:146 nx48_btc_init()
[196084870853938] METRIC #5: btc_nx48_delta_nonce_scale = 6.1459060000 | Src: src/nx48_btc_controller.c:147 nx48_btc_init()
[196084870877368] METRIC #6: btc_nx48_n_replicas_scale = 1.0000000000 | Src: src/nx48_btc_controller.c:148 nx48_btc_init()
[196084870901078] METRIC #7: btc_nx48_swap_temp_scale = 1.0000000000 | Src: src/nx48_btc_controller.c:149 nx48_btc_init()
[196084870925418] METRIC #8: btc_nx48_batch_size_scale = 4.0000000000 | Src: src/nx48_btc_controller.c:150 nx48_btc_init()
[196084870949338] METRIC #9: btc_nx48_exploration_bias = 0.4987400000 | Src: src/nx48_btc_controller.c:151 nx48_btc_init()
[196084870988888] METRIC #10: btc_sha256_self_test_pass = 1.0000000000 | Src: src/sha256_lumvorax.c:396 lv_sha256_self_test()
[196084871038818] METRIC #11: btc_wallet_from_privkey_start = 1.0000000000 | Src: src/btc_wallet.c:356 btc_wallet_from_privkey()
[196084873785848] METRIC #12: btc_wallet_from_privkey_ok = 1.0000000000 | Src: src/btc_wallet.c:407 btc_wallet_from_privkey()
[196084874084938] METRIC #13: btc_wallet_saved_json = 1.0000000000 | Src: src/btc_wallet.c:507 btc_wallet_save_json()
[196084874121458] METRIC #14: btc_sha256_self_test_pass = 1.0000000000 | Src: src/sha256_lumvorax.c:396 lv_sha256_self_test()
[196084874141048] METRIC #15: btc_integrity_gate_pass = 1.0000000000 | Src: src/btc_mining_engine.c:529 btc_engine_run()
[196084874160438] TEST_START: btc_engine_create | Source: src/btc_mining_engine.c:159 in engine_create()
[196084874167828] METRIC #16: btc_n_replicas = 8.0000000000 | Src: src/btc_mining_engine.c:160 engine_create()
[196084874190778] METRIC #17: btc_n_threads = 8.0000000000 | Src: src/btc_mining_engine.c:161 engine_create()
[196084874209178] METRIC #18: btc_batch_size = 256.0000000000 | Src: src/btc_mining_engine.c:162 engine_create()
[196084874228158] METRIC #19: btc_nonce_start = 0.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[196084874246468] METRIC #20: btc_nonce_end = 4294967295.0000000000 | Src: src/btc_mining_engine.c:164 engine_create()
