=== LOG FORENSIQUE ULTRA-STRICT v3.0 MODULE btc_qm_engine ===
Timestamp: 195217723234253 ns | PID: 1335 | Thread: 140617618562240
Standards: ISO/IEC 27037, NIST SP 800-86, IEEE 1012
=====================================================
[195217723414043] TEST_START: main_btc_mining | Source: src/main_btc_mining.c:207 in main()
[195217723433723] METRIC #1: btc_run_mode_hash = 66.0000000000 | Src: src/main_btc_mining.c:208 main()
[195217723507933] METRIC #2: btc_module_version = 17.0000000000 | Src: src/main_btc_mining.c:210 main()
[195217723612533] METRIC #3: btc_nx48_csv_loaded = 1.0000000000 | Src: src/nx48_btc_controller.c:418 nx48_btc_load_csv()
[195217723688913] METRIC #4: btc_nx48_init_loaded = 1.0000000000 | Src: src/nx48_btc_controller.c:146 nx48_btc_init()
[195217723708933] METRIC #5: btc_nx48_delta_nonce_scale = 10.9400000000 | Src: src/nx48_btc_controller.c:147 nx48_btc_init()
[195217723728293] METRIC #6: btc_nx48_n_replicas_scale = 1.0000000000 | Src: src/nx48_btc_controller.c:148 nx48_btc_init()
[195217723746653] METRIC #7: btc_nx48_swap_temp_scale = 1.0000000000 | Src: src/nx48_btc_controller.c:149 nx48_btc_init()
[195217723768413] METRIC #8: btc_nx48_batch_size_scale = 4.0000000000 | Src: src/nx48_btc_controller.c:150 nx48_btc_init()
[195217723799733] METRIC #9: btc_nx48_exploration_bias = 0.4297210000 | Src: src/nx48_btc_controller.c:151 nx48_btc_init()
[195217723841983] METRIC #10: btc_sha256_self_test_pass = 1.0000000000 | Src: src/sha256_lumvorax.c:396 lv_sha256_self_test()
[195217723876173] METRIC #11: btc_wallet_from_privkey_start = 1.0000000000 | Src: src/btc_wallet.c:356 btc_wallet_from_privkey()
[195217726449002] METRIC #12: btc_wallet_from_privkey_ok = 1.0000000000 | Src: src/btc_wallet.c:407 btc_wallet_from_privkey()
[195217726697962] METRIC #13: btc_wallet_saved_json = 1.0000000000 | Src: src/btc_wallet.c:507 btc_wallet_save_json()
[195217726740582] METRIC #14: btc_sha256_self_test_pass = 1.0000000000 | Src: src/sha256_lumvorax.c:396 lv_sha256_self_test()
[195217726766832] METRIC #15: btc_integrity_gate_pass = 1.0000000000 | Src: src/btc_mining_engine.c:529 btc_engine_run()
[195217726789202] TEST_START: btc_engine_create | Source: src/btc_mining_engine.c:159 in engine_create()
[195217726796682] METRIC #16: btc_n_replicas = 8.0000000000 | Src: src/btc_mining_engine.c:160 engine_create()
[195217726821222] METRIC #17: btc_n_threads = 8.0000000000 | Src: src/btc_mining_engine.c:161 engine_create()
[195217726840752] METRIC #18: btc_batch_size = 256.0000000000 | Src: src/btc_mining_engine.c:162 engine_create()
[195217726860082] METRIC #19: btc_nonce_start = 0.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[195217726879352] METRIC #20: btc_nonce_end = 4294967295.0000000000 | Src: src/btc_mining_engine.c:164 engine_create()
[195217726898422] METRIC #21: btc_duration_s = 0.0000000000 | Src: src/btc_mining_engine.c:165 engine_create()
[195217726917252] METRIC #22: btc_replica_idx = 0.0000000000 | Src: src/btc_mining_engine.c:168 engine_create()
[195217726936452] METRIC #23: btc_replica_nonce = 0.0000000000 | Src: src/btc_mining_engine.c:168 engine_create()
[195217726954652] METRIC #24: btc_replica_temp = 1.0000000000 | Src: src/btc_mining_engine.c:168 engine_create()
[195217726972812] METRIC #25: btc_replica_leading = 0.0000000000 | Src: src/btc_mining_engine.c:168 engine_create()
[195217726991042] METRIC #26: btc_replica_idx = 1.0000000000 | Src: src/btc_mining_engine.c:168 engine_create()
[195217727028652] METRIC #27: btc_replica_nonce = 536870911.0000000000 | Src: src/btc_mining_engine.c:168 engine_create()
[195217727054192] METRIC #28: btc_replica_temp = 2.0000000000 | Src: src/btc_mining_engine.c:168 engine_create()
[195217727083422] METRIC #29: btc_replica_leading = 0.0000000000 | Src: src/btc_mining_engine.c:168 engine_create()
[195217727107822] METRIC #30: btc_replica_idx = 2.0000000000 | Src: src/btc_mining_engine.c:168 engine_create()
[195217727126982] METRIC #31: btc_replica_nonce = 1073741822.0000000000 | Src: src/btc_mining_engine.c:168 engine_create()
[195217727153072] METRIC #32: btc_replica_temp = 4.0000000000 | Src: src/btc_mining_engine.c:168 engine_create()
[195217727183082] METRIC #33: btc_replica_leading = 0.0000000000 | Src: src/btc_mining_engine.c:168 engine_create()
[195217727204912] METRIC #34: btc_replica_idx = 3.0000000000 | Src: src/btc_mining_engine.c:168 engine_create()
[195217727223512] METRIC #35: btc_replica_nonce = 1610612733.0000000000 | Src: src/btc_mining_engine.c:168 engine_create()
[195217727242572] METRIC #36: btc_replica_temp = 8.0000000000 | Src: src/btc_mining_engine.c:168 engine_create()
[195217727260982] METRIC #37: btc_replica_leading = 0.0000000000 | Src: src/btc_mining_engine.c:168 engine_create()
[195217727279212] METRIC #38: btc_replica_idx = 4.0000000000 | Src: src/btc_mining_engine.c:168 engine_create()
[195217727297382] METRIC #39: btc_replica_nonce = 2147483644.0000000000 | Src: src/btc_mining_engine.c:168 engine_create()
[195217727316152] METRIC #40: btc_replica_temp = 12.0000000000 | Src: src/btc_mining_engine.c:168 engine_create()
[195217727334652] METRIC #41: btc_replica_leading = 0.0000000000 | Src: src/btc_mining_engine.c:168 engine_create()
[195217727365812] METRIC #42: btc_replica_idx = 5.0000000000 | Src: src/btc_mining_engine.c:168 engine_create()
[195217727388292] METRIC #43: btc_replica_nonce = 2684354555.0000000000 | Src: src/btc_mining_engine.c:168 engine_create()
[195217727413072] METRIC #44: btc_replica_temp = 20.0000000000 | Src: src/btc_mining_engine.c:168 engine_create()
[195217727436912] METRIC #45: btc_replica_leading = 0.0000000000 | Src: src/btc_mining_engine.c:168 engine_create()
[195217727460982] METRIC #46: btc_replica_idx = 6.0000000000 | Src: src/btc_mining_engine.c:168 engine_create()
[195217727484302] METRIC #47: btc_replica_nonce = 3221225466.0000000000 | Src: src/btc_mining_engine.c:168 engine_create()
[195217727509132] METRIC #48: btc_replica_temp = 35.0000000000 | Src: src/btc_mining_engine.c:168 engine_create()
[195217727530492] METRIC #49: btc_replica_leading = 0.0000000000 | Src: src/btc_mining_engine.c:168 engine_create()
[195217727555252] METRIC #50: btc_replica_idx = 7.0000000000 | Src: src/btc_mining_engine.c:168 engine_create()
[195217727576142] METRIC #51: btc_replica_nonce = 3758096377.0000000000 | Src: src/btc_mining_engine.c:168 engine_create()
[195217727595192] METRIC #52: btc_replica_temp = 50.0000000000 | Src: src/btc_mining_engine.c:168 engine_create()
[195217727613682] METRIC #53: btc_replica_leading = 0.0000000000 | Src: src/btc_mining_engine.c:168 engine_create()
[195217727632622] METRIC #54: btc_midstate_applied = 1.0000000000 | Src: src/btc_mining_engine.c:539 btc_engine_run()
[195217727744212] METRIC #55: btc_block_nonce = 4294751922.0000000000 | Src: src/btc_mining_engine.c:411 btc_mining_thread()
[195217727825202] METRIC #56: btc_best_leading_zeros = 2.0000000000 | Src: src/btc_mining_engine.c:411 btc_mining_thread()
[195217727846502] METRIC #57: btc_block_valid = 0.0000000000 | Src: src/btc_mining_engine.c:411 btc_mining_thread()
[195217727889152] METRIC #58: btc_best_leading_zeros = 2.0000000000 | Src: src/btc_mining_engine.c:412 btc_mining_thread()
[195217728075132] METRIC #59: btc_threads_launched = 8.0000000000 | Src: src/btc_mining_engine.c:558 btc_engine_run()
[195217728130492] METRIC #60: btc_nx48_csv_saved = 1.0000000000 | Src: src/nx48_btc_controller.c:397 nx48_btc_save_csv()
[195217728183212] METRIC #61: btc_block_nonce = 653990263.0000000000 | Src: src/btc_mining_engine.c:411 btc_mining_thread()
[195217728259452] METRIC #62: btc_best_leading_zeros = 4.0000000000 | Src: src/btc_mining_engine.c:411 btc_mining_thread()
[195217728285862] METRIC #63: btc_block_valid = 0.0000000000 | Src: src/btc_mining_engine.c:411 btc_mining_thread()
[195217728337912] METRIC #64: btc_best_leading_zeros = 4.0000000000 | Src: src/btc_mining_engine.c:412 btc_mining_thread()
[195217728426162] METRIC #65: btc_nx48_csv_saved = 1.0000000000 | Src: src/nx48_btc_controller.c:397 nx48_btc_save_csv()
[195217728837722] METRIC #66: btc_block_nonce = 747870263.0000000000 | Src: src/btc_mining_engine.c:411 btc_mining_thread()
[195217728890422] METRIC #67: btc_best_leading_zeros = 8.0000000000 | Src: src/btc_mining_engine.c:411 btc_mining_thread()
[195217728923092] METRIC #68: btc_block_valid = 0.0000000000 | Src: src/btc_mining_engine.c:411 btc_mining_thread()
[195217728976942] METRIC #69: btc_best_leading_zeros = 8.0000000000 | Src: src/btc_mining_engine.c:412 btc_mining_thread()
[195217729096362] METRIC #70: btc_nx48_csv_saved = 1.0000000000 | Src: src/nx48_btc_controller.c:397 nx48_btc_save_csv()
[195217729606482] METRIC #71: btc_block_nonce = 3757920019.0000000000 | Src: src/btc_mining_engine.c:411 btc_mining_thread()
[195217729675622] METRIC #72: btc_best_leading_zeros = 9.0000000000 | Src: src/btc_mining_engine.c:411 btc_mining_thread()
[195217729721292] METRIC #73: btc_block_valid = 0.0000000000 | Src: src/btc_mining_engine.c:411 btc_mining_thread()
[195217729773382] METRIC #74: btc_best_leading_zeros = 9.0000000000 | Src: src/btc_mining_engine.c:412 btc_mining_thread()
[195217729853702] METRIC #75: btc_nx48_csv_saved = 1.0000000000 | Src: src/nx48_btc_controller.c:397 nx48_btc_save_csv()
[195217730303432] METRIC #76: btc_block_nonce = 2524558782.0000000000 | Src: src/btc_mining_engine.c:411 btc_mining_thread()
[195217730453992] METRIC #77: btc_best_leading_zeros = 11.0000000000 | Src: src/btc_mining_engine.c:411 btc_mining_thread()
[195217730476292] METRIC #78: btc_block_valid = 0.0000000000 | Src: src/btc_mining_engine.c:411 btc_mining_thread()
[195217730518432] METRIC #79: btc_best_leading_zeros = 11.0000000000 | Src: src/btc_mining_engine.c:412 btc_mining_thread()
[195217730587112] METRIC #80: btc_nx48_csv_saved = 1.0000000000 | Src: src/nx48_btc_controller.c:397 nx48_btc_save_csv()
[195217739269021] METRIC #81: btc_block_nonce = 1653517942.0000000000 | Src: src/btc_mining_engine.c:411 btc_mining_thread()
[195217739372111] METRIC #82: btc_best_leading_zeros = 12.0000000000 | Src: src/btc_mining_engine.c:411 btc_mining_thread()
[195217739399711] METRIC #83: btc_block_valid = 0.0000000000 | Src: src/btc_mining_engine.c:411 btc_mining_thread()
[195217739455431] METRIC #84: btc_best_leading_zeros = 12.0000000000 | Src: src/btc_mining_engine.c:412 btc_mining_thread()
[195217739552951] METRIC #85: btc_nx48_csv_saved = 1.0000000000 | Src: src/nx48_btc_controller.c:397 nx48_btc_save_csv()
[195217830148032] METRIC #86: btc_ptmc_rep_hot = 1.0000000000 | Src: src/btc_mining_engine.c:229 engine_ptmc_swap()
[195217830215492] METRIC #87: btc_ptmc_rep_cold = 0.0000000000 | Src: src/btc_mining_engine.c:229 engine_ptmc_swap()
[195217830236382] METRIC #88: btc_ptmc_accept = 1.0000000000 | Src: src/btc_mining_engine.c:229 engine_ptmc_swap()
[195217830259492] METRIC #89: btc_ptmc_rep_hot = 2.0000000000 | Src: src/btc_mining_engine.c:229 engine_ptmc_swap()
[195217830278332] METRIC #90: btc_ptmc_rep_cold = 1.0000000000 | Src: src/btc_mining_engine.c:229 engine_ptmc_swap()
[195217830305842] METRIC #91: btc_ptmc_accept = 1.0000000000 | Src: src/btc_mining_engine.c:229 engine_ptmc_swap()
[195217830335682] METRIC #92: btc_ptmc_rep_hot = 3.0000000000 | Src: src/btc_mining_engine.c:229 engine_ptmc_swap()
[195217830354782] METRIC #93: btc_ptmc_rep_cold = 2.0000000000 | Src: src/btc_mining_engine.c:229 engine_ptmc_swap()
[195217830373402] METRIC #94: btc_ptmc_accept = 1.0000000000 | Src: src/btc_mining_engine.c:229 engine_ptmc_swap()
[195217830398272] METRIC #95: btc_ptmc_rep_hot = 4.0000000000 | Src: src/btc_mining_engine.c:229 engine_ptmc_swap()
[195217830416962] METRIC #96: btc_ptmc_rep_cold = 3.0000000000 | Src: src/btc_mining_engine.c:229 engine_ptmc_swap()
[195217830435622] METRIC #97: btc_ptmc_accept = 1.0000000000 | Src: src/btc_mining_engine.c:229 engine_ptmc_swap()
[195217830458072] METRIC #98: btc_ptmc_rep_hot = 5.0000000000 | Src: src/btc_mining_engine.c:229 engine_ptmc_swap()
