=== LOG FORENSIQUE ULTRA-STRICT v3.0 MODULE btc_qm_engine ===
Timestamp: 130085345613842 ns | PID: 4012 | Thread: 140574970203392
Standards: ISO/IEC 27037, NIST SP 800-86, IEEE 1012
=====================================================
[130085345677152] TEST_START: main_btc_mining | Source: src/main_btc_mining.c:208 in main()
[130085345696422] METRIC #1: btc_run_mode_hash = 66.0000000000 | Src: src/main_btc_mining.c:209 main()
[130085345751502] METRIC #2: btc_module_version = 17.0000000000 | Src: src/main_btc_mining.c:211 main()
[130085345821992] METRIC #3: btc_nx48_csv_loaded = 1.0000000000 | Src: src/nx48_btc_controller.c:458 nx48_btc_load_csv()
[130085345899712] METRIC #4: btc_nx48_init_loaded = 1.0000000000 | Src: src/nx48_btc_controller.c:155 nx48_btc_init()
[130085345943972] METRIC #5: btc_nx48_delta_nonce_scale = 47.9040510000 | Src: src/nx48_btc_controller.c:156 nx48_btc_init()
[130085345985212] METRIC #6: btc_nx48_n_replicas_scale = 1.0000000000 | Src: src/nx48_btc_controller.c:157 nx48_btc_init()
[130085346036702] METRIC #7: btc_nx48_swap_temp_scale = 1.0000000000 | Src: src/nx48_btc_controller.c:158 nx48_btc_init()
[130085346067852] METRIC #8: btc_nx48_batch_size_scale = 4.0000000000 | Src: src/nx48_btc_controller.c:159 nx48_btc_init()
[130085346109012] METRIC #9: btc_nx48_exploration_bias = 0.7396020000 | Src: src/nx48_btc_controller.c:160 nx48_btc_init()
[130085346153242] METRIC #10: btc_sha256_self_test_pass = 1.0000000000 | Src: src/sha256_lumvorax.c:396 lv_sha256_self_test()
[130085346199702] METRIC #11: btc_wallet_create_start = 1.0000000000 | Src: src/btc_wallet.c:296 btc_wallet_create()
[130085348880282] METRIC #12: btc_wallet_created = 1.0000000000 | Src: src/btc_wallet.c:343 btc_wallet_create()
[130085348936522] METRIC #13: btc_wallet_create_ns = 2680290.0000000000 | Src: src/btc_wallet.c:344 btc_wallet_create()
[130085348965752] METRIC #14: btc_wallet_network = 1.0000000000 | Src: src/btc_wallet.c:345 btc_wallet_create()
[130085349147752] METRIC #15: btc_wallet_saved_json = 1.0000000000 | Src: src/btc_wallet.c:507 btc_wallet_save_json()
[130085349196602] METRIC #16: btc_sha256_self_test_pass = 1.0000000000 | Src: src/sha256_lumvorax.c:396 lv_sha256_self_test()
[130085349228412] METRIC #17: btc_integrity_gate_pass = 1.0000000000 | Src: src/btc_mining_engine.c:609 btc_engine_run()
[130085349258172] TEST_START: btc_engine_create | Source: src/btc_mining_engine.c:236 in engine_create()
[130085349270032] METRIC #18: btc_n_replicas = 8.0000000000 | Src: src/btc_mining_engine.c:237 engine_create()
[130085349305292] METRIC #19: btc_n_threads = 8.0000000000 | Src: src/btc_mining_engine.c:238 engine_create()
[130085349335552] METRIC #20: btc_batch_size = 512.0000000000 | Src: src/btc_mining_engine.c:239 engine_create()
[130085349368102] METRIC #21: btc_nonce_start = 0.0000000000 | Src: src/btc_mining_engine.c:240 engine_create()
[130085349402792] METRIC #22: btc_nonce_end = 4294967295.0000000000 | Src: src/btc_mining_engine.c:241 engine_create()
[130085349433582] METRIC #23: btc_duration_s = 0.0000000000 | Src: src/btc_mining_engine.c:242 engine_create()
[130085349463142] METRIC #24: btc_replica_idx = 0.0000000000 | Src: src/btc_mining_engine.c:245 engine_create()
[130085349492212] METRIC #25: btc_replica_nonce = 0.0000000000 | Src: src/btc_mining_engine.c:245 engine_create()
[130085349524182] METRIC #26: btc_replica_temp = 1.0000000000 | Src: src/btc_mining_engine.c:245 engine_create()
[130085349554182] METRIC #27: btc_replica_leading = 0.0000000000 | Src: src/btc_mining_engine.c:245 engine_create()
[130085349579832] METRIC #28: btc_replica_idx = 1.0000000000 | Src: src/btc_mining_engine.c:245 engine_create()
[130085349602112] METRIC #29: btc_replica_nonce = 536870911.0000000000 | Src: src/btc_mining_engine.c:245 engine_create()
[130085349626662] METRIC #30: btc_replica_temp = 2.0000000000 | Src: src/btc_mining_engine.c:245 engine_create()
[130085349648672] METRIC #31: btc_replica_leading = 0.0000000000 | Src: src/btc_mining_engine.c:245 engine_create()
[130085349674752] METRIC #32: btc_replica_idx = 2.0000000000 | Src: src/btc_mining_engine.c:245 engine_create()
[130085349707332] METRIC #33: btc_replica_nonce = 1073741822.0000000000 | Src: src/btc_mining_engine.c:245 engine_create()
[130085349737192] METRIC #34: btc_replica_temp = 4.0000000000 | Src: src/btc_mining_engine.c:245 engine_create()
[130085349760892] METRIC #35: btc_replica_leading = 0.0000000000 | Src: src/btc_mining_engine.c:245 engine_create()
[130085349785912] METRIC #36: btc_replica_idx = 3.0000000000 | Src: src/btc_mining_engine.c:245 engine_create()
[130085349810852] METRIC #37: btc_replica_nonce = 1610612733.0000000000 | Src: src/btc_mining_engine.c:245 engine_create()
[130085349833382] METRIC #38: btc_replica_temp = 8.0000000000 | Src: src/btc_mining_engine.c:245 engine_create()
[130085349855662] METRIC #39: btc_replica_leading = 0.0000000000 | Src: src/btc_mining_engine.c:245 engine_create()
[130085349881502] METRIC #40: btc_replica_idx = 4.0000000000 | Src: src/btc_mining_engine.c:245 engine_create()
[130085349907432] METRIC #41: btc_replica_nonce = 2147483644.0000000000 | Src: src/btc_mining_engine.c:245 engine_create()
[130085349948532] METRIC #42: btc_replica_temp = 12.0000000000 | Src: src/btc_mining_engine.c:245 engine_create()
[130085349973722] METRIC #43: btc_replica_leading = 0.0000000000 | Src: src/btc_mining_engine.c:245 engine_create()
[130085350016032] METRIC #44: btc_replica_idx = 5.0000000000 | Src: src/btc_mining_engine.c:245 engine_create()
[130085350054692] METRIC #45: btc_replica_nonce = 2684354555.0000000000 | Src: src/btc_mining_engine.c:245 engine_create()
[130085350082582] METRIC #46: btc_replica_temp = 20.0000000000 | Src: src/btc_mining_engine.c:245 engine_create()
[130085350105042] METRIC #47: btc_replica_leading = 0.0000000000 | Src: src/btc_mining_engine.c:245 engine_create()
[130085350140152] METRIC #48: btc_replica_idx = 6.0000000000 | Src: src/btc_mining_engine.c:245 engine_create()
[130085350165902] METRIC #49: btc_replica_nonce = 3221225466.0000000000 | Src: src/btc_mining_engine.c:245 engine_create()
[130085350189092] METRIC #50: btc_replica_temp = 35.0000000000 | Src: src/btc_mining_engine.c:245 engine_create()
[130085350211422] METRIC #51: btc_replica_leading = 0.0000000000 | Src: src/btc_mining_engine.c:245 engine_create()
[130085350239122] METRIC #52: btc_replica_idx = 7.0000000000 | Src: src/btc_mining_engine.c:245 engine_create()
[130085350267222] METRIC #53: btc_replica_nonce = 3758096377.0000000000 | Src: src/btc_mining_engine.c:245 engine_create()
[130085350291052] METRIC #54: btc_replica_temp = 50.0000000000 | Src: src/btc_mining_engine.c:245 engine_create()
[130085350319432] METRIC #55: btc_replica_leading = 0.0000000000 | Src: src/btc_mining_engine.c:245 engine_create()
[130085350349042] METRIC #56: btc_midstate_applied = 1.0000000000 | Src: src/btc_mining_engine.c:619 btc_engine_run()
[130085350495612] METRIC #57: btc_block_nonce = 3925178227.0000000000 | Src: src/btc_mining_engine.c:491 btc_mining_thread()
[130085350561942] METRIC #58: btc_best_leading_zeros = 1.0000000000 | Src: src/btc_mining_engine.c:491 btc_mining_thread()
[130085350585532] METRIC #59: btc_block_valid = 0.0000000000 | Src: src/btc_mining_engine.c:491 btc_mining_thread()
[130085350635002] METRIC #60: btc_best_leading_zeros = 1.0000000000 | Src: src/btc_mining_engine.c:492 btc_mining_thread()
[130085350779892] METRIC #61: btc_nx48_csv_saved = 1.0000000000 | Src: src/nx48_btc_controller.c:437 nx48_btc_save_csv()
[130085350815432] METRIC #62: btc_block_nonce = 1387159633.0000000000 | Src: src/btc_mining_engine.c:491 btc_mining_thread()
[130085350849392] METRIC #63: btc_best_leading_zeros = 3.0000000000 | Src: src/btc_mining_engine.c:491 btc_mining_thread()
[130085350880912] METRIC #64: btc_block_valid = 0.0000000000 | Src: src/btc_mining_engine.c:491 btc_mining_thread()
[130085350931532] METRIC #65: btc_best_leading_zeros = 3.0000000000 | Src: src/btc_mining_engine.c:492 btc_mining_thread()
[130085351379702] METRIC #66: btc_threads_launched = 8.0000000000 | Src: src/btc_mining_engine.c:638 btc_engine_run()
[130085351463592] METRIC #67: btc_nx48_csv_saved = 1.0000000000 | Src: src/nx48_btc_controller.c:437 nx48_btc_save_csv()
[130085351520862] METRIC #68: btc_block_nonce = 4171897212.0000000000 | Src: src/btc_mining_engine.c:491 btc_mining_thread()
[130085351625062] METRIC #69: btc_best_leading_zeros = 4.0000000000 | Src: src/btc_mining_engine.c:491 btc_mining_thread()
[130085351660562] METRIC #70: btc_block_valid = 0.0000000000 | Src: src/btc_mining_engine.c:491 btc_mining_thread()
[130085351719842] METRIC #71: btc_best_leading_zeros = 4.0000000000 | Src: src/btc_mining_engine.c:492 btc_mining_thread()
[130085351827972] METRIC #72: btc_nx48_csv_saved = 1.0000000000 | Src: src/nx48_btc_controller.c:437 nx48_btc_save_csv()
[130085352429142] METRIC #73: btc_block_nonce = 2066364398.0000000000 | Src: src/btc_mining_engine.c:491 btc_mining_thread()
[130085352487652] METRIC #74: btc_best_leading_zeros = 11.0000000000 | Src: src/btc_mining_engine.c:491 btc_mining_thread()
[130085352525482] METRIC #75: btc_block_valid = 0.0000000000 | Src: src/btc_mining_engine.c:491 btc_mining_thread()
[130085352583502] METRIC #76: btc_best_leading_zeros = 11.0000000000 | Src: src/btc_mining_engine.c:492 btc_mining_thread()
[130085352675711] METRIC #77: btc_nx48_csv_saved = 1.0000000000 | Src: src/nx48_btc_controller.c:437 nx48_btc_save_csv()
[130085356103871] METRIC #78: btc_block_nonce = 2408852057.0000000000 | Src: src/btc_mining_engine.c:491 btc_mining_thread()
[130085356212111] METRIC #79: btc_best_leading_zeros = 12.0000000000 | Src: src/btc_mining_engine.c:491 btc_mining_thread()
[130085356246221] METRIC #80: btc_block_valid = 0.0000000000 | Src: src/btc_mining_engine.c:491 btc_mining_thread()
[130085356304861] METRIC #81: btc_best_leading_zeros = 12.0000000000 | Src: src/btc_mining_engine.c:492 btc_mining_thread()
[130085356402631] METRIC #82: btc_nx48_csv_saved = 1.0000000000 | Src: src/nx48_btc_controller.c:437 nx48_btc_save_csv()
[130085420990190] METRIC #83: btc_block_nonce = 2409832724.0000000000 | Src: src/btc_mining_engine.c:491 btc_mining_thread()
[130085421538380] METRIC #84: btc_best_leading_zeros = 16.0000000000 | Src: src/btc_mining_engine.c:491 btc_mining_thread()
[130085421572370] METRIC #85: btc_block_valid = 0.0000000000 | Src: src/btc_mining_engine.c:491 btc_mining_thread()
[130085421639600] METRIC #86: btc_best_leading_zeros = 16.0000000000 | Src: src/btc_mining_engine.c:492 btc_mining_thread()
[130085421795200] METRIC #87: btc_nx48_csv_saved = 1.0000000000 | Src: src/nx48_btc_controller.c:437 nx48_btc_save_csv()
[130085454357049] METRIC #88: btc_ptmc_rep_hot = 1.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085454458859] METRIC #89: btc_ptmc_rep_cold = 0.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085454492399] METRIC #90: btc_ptmc_accept = 1.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085454526479] METRIC #91: btc_ptmc_rep_hot = 2.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085454554759] METRIC #92: btc_ptmc_rep_cold = 1.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085454586119] METRIC #93: btc_ptmc_accept = 1.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085454731729] METRIC #94: btc_ptmc_rep_hot = 3.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085454816759] METRIC #95: btc_ptmc_rep_cold = 2.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085454847889] METRIC #96: btc_ptmc_accept = 1.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085454984479] METRIC #97: btc_ptmc_rep_hot = 4.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085455236169] METRIC #98: btc_ptmc_rep_cold = 3.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085455261809] METRIC #99: btc_ptmc_accept = 0.6703095642 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085455295709] METRIC #100: btc_ptmc_rep_hot = 5.0000000000 | Src: src/btc_mining_engine.c:308 engine_ptmc_swap()
[130085455326559] METRIC #101: btc_ptmc_rep_cold = 4.0000000000 | Src: src/btc_mining_engine.c:308 engine_ptmc_swap()
[130085455364019] METRIC #102: btc_ptmc_accept = -0.7787960260 | Src: src/btc_mining_engine.c:308 engine_ptmc_swap()
[130085455419149] METRIC #103: btc_ptmc_rep_hot = 6.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085455452109] METRIC #104: btc_ptmc_rep_cold = 5.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085455474909] METRIC #105: btc_ptmc_accept = 1.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085455504069] METRIC #106: btc_ptmc_rep_hot = 7.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085455531549] METRIC #107: btc_ptmc_rep_cold = 6.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085455554149] METRIC #108: btc_ptmc_accept = 1.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085555117876] METRIC #109: btc_ptmc_rep_hot = 1.0000000000 | Src: src/btc_mining_engine.c:308 engine_ptmc_swap()
[130085555229726] METRIC #110: btc_ptmc_rep_cold = 0.0000000000 | Src: src/btc_mining_engine.c:308 engine_ptmc_swap()
[130085555260986] METRIC #111: btc_ptmc_accept = -0.5135063048 | Src: src/btc_mining_engine.c:308 engine_ptmc_swap()
[130085555297106] METRIC #112: btc_ptmc_rep_hot = 2.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085555365256] METRIC #113: btc_ptmc_rep_cold = 1.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085555394976] METRIC #114: btc_ptmc_accept = 1.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085555430826] METRIC #115: btc_ptmc_rep_hot = 3.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085555460116] METRIC #116: btc_ptmc_rep_cold = 2.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085555488736] METRIC #117: btc_ptmc_accept = 1.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085555520876] METRIC #118: btc_ptmc_rep_hot = 4.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085555549386] METRIC #119: btc_ptmc_rep_cold = 3.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085555577776] METRIC #120: btc_ptmc_accept = 1.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085555609226] METRIC #121: btc_ptmc_rep_hot = 5.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085555638066] METRIC #122: btc_ptmc_rep_cold = 4.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085555666666] METRIC #123: btc_ptmc_accept = 1.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085555700756] METRIC #124: btc_ptmc_rep_hot = 6.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085555731026] METRIC #125: btc_ptmc_rep_cold = 5.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085555761026] METRIC #126: btc_ptmc_accept = 1.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085555794486] METRIC #127: btc_ptmc_rep_hot = 7.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085555824026] METRIC #128: btc_ptmc_rep_cold = 6.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085555862496] METRIC #129: btc_ptmc_accept = 1.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085680257533] METRIC #130: btc_ptmc_rep_hot = 1.0000000000 | Src: src/btc_mining_engine.c:308 engine_ptmc_swap()
[130085680363573] METRIC #131: btc_ptmc_rep_cold = 0.0000000000 | Src: src/btc_mining_engine.c:308 engine_ptmc_swap()
[130085680391743] METRIC #132: btc_ptmc_accept = -0.5136174742 | Src: src/btc_mining_engine.c:308 engine_ptmc_swap()
[130085680435173] METRIC #133: btc_ptmc_rep_hot = 2.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085680465843] METRIC #134: btc_ptmc_rep_cold = 1.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085680495753] METRIC #135: btc_ptmc_accept = 1.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085680539473] METRIC #136: btc_ptmc_rep_hot = 3.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085680580993] METRIC #137: btc_ptmc_rep_cold = 2.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085680621993] METRIC #138: btc_ptmc_accept = 1.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085680660873] METRIC #139: btc_ptmc_rep_hot = 4.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085680690523] METRIC #140: btc_ptmc_rep_cold = 3.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
[130085680727643] METRIC #141: btc_ptmc_accept = 1.0000000000 | Src: src/btc_mining_engine.c:306 engine_ptmc_swap()
