=== LOG FORENSIQUE ULTRA-STRICT v3.0 MODULE btc_qm_engine ===
Timestamp: 85556423470169 ns | PID: 4656 | Thread: 140138080419008
Standards: ISO/IEC 27037, NIST SP 800-86, IEEE 1012
=====================================================
[85556423843989] TEST_START: main_btc_mining | Source: src/main_btc_mining.c:160 in main()
[85556423971409] METRIC #1: btc_run_mode_hash = 66.0000000000 | Src: src/main_btc_mining.c:162 main()
[85556424341969] METRIC #2: btc_module_version = 17.0000000000 | Src: src/main_btc_mining.c:163 main()
[85556425309969] METRIC #3: btc_nx48_csv_loaded = 1.0000000000 | Src: src/nx48_btc_controller.c:272 nx48_btc_load_csv()
[85556425715539] METRIC #4: btc_nx48_init_loaded = 1.0000000000 | Src: src/nx48_btc_controller.c:83 nx48_btc_init()
[85556426187619] METRIC #5: btc_nx48_delta_nonce_scale = 1.0000000000 | Src: src/nx48_btc_controller.c:84 nx48_btc_init()
[85556426605259] METRIC #6: btc_nx48_n_replicas_scale = 1.0000000000 | Src: src/nx48_btc_controller.c:85 nx48_btc_init()
[85556426998629] METRIC #7: btc_nx48_swap_temp_scale = 1.0000000000 | Src: src/nx48_btc_controller.c:86 nx48_btc_init()
[85556427480699] METRIC #8: btc_nx48_batch_size_scale = 1.0000000000 | Src: src/nx48_btc_controller.c:87 nx48_btc_init()
[85556427851359] METRIC #9: btc_nx48_exploration_bias = 0.5000000000 | Src: src/nx48_btc_controller.c:88 nx48_btc_init()
[85556428387689] METRIC #10: btc_sha256_self_test_pass = 1.0000000000 | Src: src/sha256_lumvorax.c:350 lv_sha256_self_test()
[85556428911709] METRIC #11: btc_sha256_self_test_pass = 1.0000000000 | Src: src/sha256_lumvorax.c:350 lv_sha256_self_test()
[85556429338409] METRIC #12: btc_integrity_gate_pass = 1.0000000000 | Src: src/btc_mining_engine.c:408 btc_engine_run()
[85556429732999] TEST_START: btc_engine_create | Source: src/btc_mining_engine.c:153 in engine_create()
[85556429871209] METRIC #13: btc_n_replicas = 8.0000000000 | Src: src/btc_mining_engine.c:154 engine_create()
[85556430355389] METRIC #14: btc_n_threads = 2.0000000000 | Src: src/btc_mining_engine.c:155 engine_create()
[85556430719559] METRIC #15: btc_batch_size = 256.0000000000 | Src: src/btc_mining_engine.c:156 engine_create()
[85556431222439] METRIC #16: btc_nonce_start = 0.0000000000 | Src: src/btc_mining_engine.c:157 engine_create()
[85556431866579] METRIC #17: btc_nonce_end = 4294967295.0000000000 | Src: src/btc_mining_engine.c:158 engine_create()
[85556432600749] METRIC #18: btc_duration_s = 5.0000000000 | Src: src/btc_mining_engine.c:159 engine_create()
[85556433177759] METRIC #19: btc_replica_idx = 0.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[85556433714529] METRIC #20: btc_replica_nonce = 0.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[85556434238389] METRIC #21: btc_replica_temp = 1.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[85556434642469] METRIC #22: btc_replica_leading = 0.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[85556435175519] METRIC #23: btc_replica_idx = 1.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[85556435635159] METRIC #24: btc_replica_nonce = 536870911.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[85556436119009] METRIC #25: btc_replica_temp = 2.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[85556436526609] METRIC #26: btc_replica_leading = 0.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[85556436936689] METRIC #27: btc_replica_idx = 2.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[85556437396299] METRIC #28: btc_replica_nonce = 1073741822.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[85556437810119] METRIC #29: btc_replica_temp = 4.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[85556438238349] METRIC #30: btc_replica_leading = 0.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[85556438652879] METRIC #31: btc_replica_idx = 3.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[85556439112329] METRIC #32: btc_replica_nonce = 1610612733.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[85556439533849] METRIC #33: btc_replica_temp = 8.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[85556439938589] METRIC #34: btc_replica_leading = 0.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[85556440379639] METRIC #35: btc_replica_idx = 4.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[85556440852719] METRIC #36: btc_replica_nonce = 2147483644.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[85556441305319] METRIC #37: btc_replica_temp = 12.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[85556441653289] METRIC #38: btc_replica_leading = 0.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[85556442000499] METRIC #39: btc_replica_idx = 5.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[85556442490119] METRIC #40: btc_replica_nonce = 2684354555.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[85556442863689] METRIC #41: btc_replica_temp = 20.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[85556443277849] METRIC #42: btc_replica_leading = 0.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[85556443750309] METRIC #43: btc_replica_idx = 6.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[85556444189139] METRIC #44: btc_replica_nonce = 3221225466.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[85556444614959] METRIC #45: btc_replica_temp = 35.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[85556445066059] METRIC #46: btc_replica_leading = 0.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[85556445421549] METRIC #47: btc_replica_idx = 7.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[85556445765409] METRIC #48: btc_replica_nonce = 3758096377.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[85556446175569] METRIC #49: btc_replica_temp = 50.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[85556446524759] METRIC #50: btc_replica_leading = 0.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[85556446869779] METRIC #51: btc_midstate_applied = 1.0000000000 | Src: src/btc_mining_engine.c:418 btc_engine_run()
