=== LOG FORENSIQUE ULTRA-STRICT v3.0 MODULE btc_qm_engine ===
Timestamp: 85427794341243 ns | PID: 4318 | Thread: 139806612618432
Standards: ISO/IEC 27037, NIST SP 800-86, IEEE 1012
=====================================================
[85427794608163] TEST_START: main_btc_mining | Source: src/main_btc_mining.c:160 in main()
[85427794816013] METRIC #1: btc_run_mode_hash = 66.0000000000 | Src: src/main_btc_mining.c:162 main()
[85427795500063] METRIC #2: btc_module_version = 17.0000000000 | Src: src/main_btc_mining.c:163 main()
[85427796348063] METRIC #3: btc_nx48_csv_loaded = 1.0000000000 | Src: src/nx48_btc_controller.c:272 nx48_btc_load_csv()
[85427796825283] METRIC #4: btc_nx48_init_loaded = 1.0000000000 | Src: src/nx48_btc_controller.c:83 nx48_btc_init()
[85427797278903] METRIC #5: btc_nx48_delta_nonce_scale = 1.0000000000 | Src: src/nx48_btc_controller.c:84 nx48_btc_init()
[85427797660453] METRIC #6: btc_nx48_n_replicas_scale = 1.0000000000 | Src: src/nx48_btc_controller.c:85 nx48_btc_init()
[85427798044793] METRIC #7: btc_nx48_swap_temp_scale = 1.0000000000 | Src: src/nx48_btc_controller.c:86 nx48_btc_init()
[85427798399993] METRIC #8: btc_nx48_batch_size_scale = 1.0000000000 | Src: src/nx48_btc_controller.c:87 nx48_btc_init()
[85427798842513] METRIC #9: btc_nx48_exploration_bias = 0.5000000000 | Src: src/nx48_btc_controller.c:88 nx48_btc_init()
[85427799309053] METRIC #10: btc_sha256_self_test_pass = 1.0000000000 | Src: src/sha256_lumvorax.c:350 lv_sha256_self_test()
[85427799814203] METRIC #11: btc_sha256_self_test_pass = 1.0000000000 | Src: src/sha256_lumvorax.c:350 lv_sha256_self_test()
[85427800422813] METRIC #12: btc_integrity_gate_pass = 1.0000000000 | Src: src/btc_mining_engine.c:405 btc_engine_run()
[85427800834683] TEST_START: btc_engine_create | Source: src/btc_mining_engine.c:153 in engine_create()
[85427800969583] METRIC #13: btc_n_replicas = 8.0000000000 | Src: src/btc_mining_engine.c:154 engine_create()
[85427801371223] METRIC #14: btc_n_threads = 4.0000000000 | Src: src/btc_mining_engine.c:155 engine_create()
[85427801865303] METRIC #15: btc_batch_size = 256.0000000000 | Src: src/btc_mining_engine.c:156 engine_create()
[85427802395073] METRIC #16: btc_nonce_start = 0.0000000000 | Src: src/btc_mining_engine.c:157 engine_create()
[85427802845863] METRIC #17: btc_nonce_end = 4294967295.0000000000 | Src: src/btc_mining_engine.c:158 engine_create()
[85427803439283] METRIC #18: btc_duration_s = 3.0000000000 | Src: src/btc_mining_engine.c:159 engine_create()
[85427803850183] METRIC #19: btc_replica_idx = 0.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[85427804381243] METRIC #20: btc_replica_nonce = 0.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[85427804875452] METRIC #21: btc_replica_temp = 1.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[85427805335542] METRIC #22: btc_replica_leading = 0.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[85427805729862] METRIC #23: btc_replica_idx = 1.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
[85427806118532] METRIC #24: btc_replica_nonce = 536870911.0000000000 | Src: src/btc_mining_engine.c:163 engine_create()
