=== LOG FORENSIQUE ULTRA-STRICT v3.0 MODULE btc_qm_engine ===
Timestamp: 29443513867899 ns | PID: 428 | Thread: 139832806874368
Standards: ISO/IEC 27037, NIST SP 800-86, IEEE 1012
=====================================================
[29443513914809] TEST_START: main_btc_mining | Source: src/main_btc_mining.c:208 in main()
[29443513931219] METRIC #1: btc_run_mode_hash = 66.0000000000 | Src: src/main_btc_mining.c:209 main()
[29443514462578] METRIC #2: btc_module_version = 17.0000000000 | Src: src/main_btc_mining.c:211 main()
[29443514535108] METRIC #3: btc_nx48_csv_loaded_c42 = 1.0000000000 | Src: src/nx48_btc_controller.c:489 nx48_btc_load_csv()
[29443514555958] METRIC #4: btc_nx48_csv_loaded = 1.0000000000 | Src: src/nx48_btc_controller.c:491 nx48_btc_load_csv()
[29443514574648] METRIC #5: btc_nx48_best_leading_loaded = 28.0000000000 | Src: src/nx48_btc_controller.c:492 nx48_btc_load_csv()
[29443514616458] METRIC #6: btc_nx48_init_loaded = 1.0000000000 | Src: src/nx48_btc_controller.c:155 nx48_btc_init()
[29443514635768] METRIC #7: btc_nx48_delta_nonce_scale = 50.0000000000 | Src: src/nx48_btc_controller.c:156 nx48_btc_init()
[29443514654618] METRIC #8: btc_nx48_n_replicas_scale = 1.0000000000 | Src: src/nx48_btc_controller.c:157 nx48_btc_init()
[29443514672788] METRIC #9: btc_nx48_swap_temp_scale = 1.0000000000 | Src: src/nx48_btc_controller.c:158 nx48_btc_init()
[29443514690878] METRIC #10: btc_nx48_batch_size_scale = 4.0000000000 | Src: src/nx48_btc_controller.c:159 nx48_btc_init()
[29443514709048] METRIC #11: btc_nx48_exploration_bias = 0.9989760000 | Src: src/nx48_btc_controller.c:160 nx48_btc_init()
[29443514737818] METRIC #12: btc_sha256_self_test_pass = 1.0000000000 | Src: src/sha256_lumvorax.c:396 lv_sha256_self_test()
[29443514764908] METRIC #13: btc_wallet_from_privkey_start = 1.0000000000 | Src: src/btc_wallet.c:356 btc_wallet_from_privkey()
[29443517465727] METRIC #14: btc_wallet_from_privkey_ok = 1.0000000000 | Src: src/btc_wallet.c:407 btc_wallet_from_privkey()
[29443517682667] METRIC #15: btc_wallet_saved_json = 1.0000000000 | Src: src/btc_wallet.c:507 btc_wallet_save_json()
[29443517721717] METRIC #16: btc_sha256_self_test_pass = 1.0000000000 | Src: src/sha256_lumvorax.c:396 lv_sha256_self_test()
[29443517745587] METRIC #17: btc_integrity_gate_pass = 1.0000000000 | Src: src/btc_mining_engine.c:734 btc_engine_run()
[29443517880997] METRIC #18: btc_ram_available_mb_start = 15534.0000000000 | Src: src/btc_mining_engine.c:761 btc_engine_run()
[29443517907327] TEST_START: btc_engine_create | Source: src/btc_mining_engine.c:344 in engine_create()
[29443517914957] METRIC #19: btc_n_replicas = 8.0000000000 | Src: src/btc_mining_engine.c:345 engine_create()
[29443517942597] METRIC #20: btc_n_threads = 6.0000000000 | Src: src/btc_mining_engine.c:346 engine_create()
[29443517961597] METRIC #21: btc_batch_size = 512.0000000000 | Src: src/btc_mining_engine.c:347 engine_create()
[29443517980897] METRIC #22: btc_nonce_start = 0.0000000000 | Src: src/btc_mining_engine.c:348 engine_create()
[29443517999487] METRIC #23: btc_nonce_end = 4294967295.0000000000 | Src: src/btc_mining_engine.c:349 engine_create()
[29443518031797] METRIC #24: btc_duration_s = 0.0000000000 | Src: src/btc_mining_engine.c:350 engine_create()
[29443518050527] METRIC #25: btc_replica_idx = 0.0000000000 | Src: src/btc_mining_engine.c:353 engine_create()
[29443518069277] METRIC #26: btc_replica_nonce = 0.0000000000 | Src: src/btc_mining_engine.c:353 engine_create()
[29443518088037] METRIC #27: btc_replica_temp = 1.0000000000 | Src: src/btc_mining_engine.c:353 engine_create()
[29443518106657] METRIC #28: btc_replica_leading = 0.0000000000 | Src: src/btc_mining_engine.c:353 engine_create()
[29443518125907] METRIC #29: btc_replica_idx = 1.0000000000 | Src: src/btc_mining_engine.c:353 engine_create()
[29443518144597] METRIC #30: btc_replica_nonce = 536870911.0000000000 | Src: src/btc_mining_engine.c:353 engine_create()
[29443518163867] METRIC #31: btc_replica_temp = 2.0000000000 | Src: src/btc_mining_engine.c:353 engine_create()
[29443518182477] METRIC #32: btc_replica_leading = 0.0000000000 | Src: src/btc_mining_engine.c:353 engine_create()
[29443518208627] METRIC #33: btc_replica_idx = 2.0000000000 | Src: src/btc_mining_engine.c:353 engine_create()
[29443518231427] METRIC #34: btc_replica_nonce = 1073741822.0000000000 | Src: src/btc_mining_engine.c:353 engine_create()
[29443518251307] METRIC #35: btc_replica_temp = 4.0000000000 | Src: src/btc_mining_engine.c:353 engine_create()
[29443518270147] METRIC #36: btc_replica_leading = 0.0000000000 | Src: src/btc_mining_engine.c:353 engine_create()
[29443518290277] METRIC #37: btc_replica_idx = 3.0000000000 | Src: src/btc_mining_engine.c:353 engine_create()
[29443518309607] METRIC #38: btc_replica_nonce = 1610612733.0000000000 | Src: src/btc_mining_engine.c:353 engine_create()
[29443518329027] METRIC #39: btc_replica_temp = 8.0000000000 | Src: src/btc_mining_engine.c:353 engine_create()
[29443518348037] METRIC #40: btc_replica_leading = 0.0000000000 | Src: src/btc_mining_engine.c:353 engine_create()
[29443518367317] METRIC #41: btc_replica_idx = 4.0000000000 | Src: src/btc_mining_engine.c:353 engine_create()
[29443518386357] METRIC #42: btc_replica_nonce = 2147483644.0000000000 | Src: src/btc_mining_engine.c:353 engine_create()
[29443518419527] METRIC #43: btc_replica_temp = 12.0000000000 | Src: src/btc_mining_engine.c:353 engine_create()
[29443518438427] METRIC #44: btc_replica_leading = 0.0000000000 | Src: src/btc_mining_engine.c:353 engine_create()
[29443518456857] METRIC #45: btc_replica_idx = 5.0000000000 | Src: src/btc_mining_engine.c:353 engine_create()
[29443518475317] METRIC #46: btc_replica_nonce = 2684354555.0000000000 | Src: src/btc_mining_engine.c:353 engine_create()
[29443518494417] METRIC #47: btc_replica_temp = 20.0000000000 | Src: src/btc_mining_engine.c:353 engine_create()
[29443518513197] METRIC #48: btc_replica_leading = 0.0000000000 | Src: src/btc_mining_engine.c:353 engine_create()
[29443518536827] METRIC #49: btc_replica_idx = 6.0000000000 | Src: src/btc_mining_engine.c:353 engine_create()
[29443518555437] METRIC #50: btc_replica_nonce = 3221225466.0000000000 | Src: src/btc_mining_engine.c:353 engine_create()
[29443518578907] METRIC #51: btc_replica_temp = 35.0000000000 | Src: src/btc_mining_engine.c:353 engine_create()
[29443518604567] METRIC #52: btc_replica_leading = 0.0000000000 | Src: src/btc_mining_engine.c:353 engine_create()
[29443518628307] METRIC #53: btc_replica_idx = 7.0000000000 | Src: src/btc_mining_engine.c:353 engine_create()
[29443518653127] METRIC #54: btc_replica_nonce = 3758096377.0000000000 | Src: src/btc_mining_engine.c:353 engine_create()
[29443518679477] METRIC #55: btc_replica_temp = 50.0000000000 | Src: src/btc_mining_engine.c:353 engine_create()
[29443518698847] METRIC #56: btc_replica_leading = 0.0000000000 | Src: src/btc_mining_engine.c:353 engine_create()
[29443518718287] METRIC #57: btc_midstate_applied = 1.0000000000 | Src: src/btc_mining_engine.c:776 btc_engine_run()
[29443518793557] METRIC #58: btc_block_nonce = 816380608.0000000000 | Src: src/btc_mining_engine.c:599 btc_mining_thread()
[29443518834147] METRIC #59: btc_best_leading_zeros = 1.0000000000 | Src: src/btc_mining_engine.c:599 btc_mining_thread()
[29443518853207] METRIC #60: btc_block_valid = 0.0000000000 | Src: src/btc_mining_engine.c:599 btc_mining_thread()
[29443519119906] METRIC #61: btc_threads_launched = 6.0000000000 | Src: src/btc_mining_engine.c:795 btc_engine_run()
[29443519365956] METRIC #62: btc_best_leading_zeros = 1.0000000000 | Src: src/btc_mining_engine.c:600 btc_mining_thread()
